제목,브랜드,방,가격
마주공간 쉐어하우스,강남(학동)점 1인실,#여성전용 #셰어하우스,100 / 48만원 (1인실)
양드레하우스,신논현점 Room 1A,#여성전용 #셰어하우스,100 / 57만원 (1인실)
양드레하우스,신논현2호점 1인실B,#여성전용 #셰어하우스,100 / 53만원 (1인실)
동거동락,10호 건국대점 A룸,#여성전용 #셰어하우스,92 / 42만원 (2인실)
양드레하우스,강남2호점 1인실_1A,#여성전용 #셰어하우스,100 / 60만원 (1인실)
동거동락,19호 서울대입구점 B룸,#여성전용 #셰어하우스,110 / 41만원 (1인실)
쉐어하우스 STAY,건대입구점 ROOM D,#여성전용 #셰어하우스,100 / 43만원 (1인실)
웨이브 쉐어하우스,건대 2호점 2인실,#여성전용 #셰어하우스,37 / 37만원 (2인실)
쉐어하우스 리시안,이수역 1호 Room A,#여성전용 #셰어하우스,100 / 48만원 (1인실)
네잎클로버 하우스,투미닛_봉천역 1인실(스페셜),#여성전용 #셰어하우스,94 / 47만원 (1인실)
그린,엔틱 하우스 ROOM 2,#여성전용 #셰어하우스,100 / 47만원 (1인실)
그래,군자 대학가점 Room C,#남성전용 #셰어하우스,110 / 45만원 (1인실)
우주,29호점 Room A,#여성전용 #셰어하우스,108 / 46만원 (1인실)
우주,32호점 Room A,#남성전용 #셰어하우스,112 / 48만원 (1인실)
스테이영 쉐어하우스,서울대입구점 1인실,#여성전용 #셰어하우스,100 / 55만원 (1인실)
동거동락,15호 서울대입구역점 A룸,#여성전용 #셰어하우스,110 / 49만원 (2인실)
셰어하우스 쉼,봉천역점 2인실,#여성전용 #셰어하우스,50 / 39만원 (2인실)
달램쉐어하우스,신대방점 신대방A,#여성전용 #셰어하우스,300 / 20만원 (2인실)
품안의 새,쎄라픽_봉천역 Room ImL,#여성전용 #셰어하우스,90 / 45만원 (1인실)
에이블하우스,관악 2호점(AH Branch 02) A2,#여성전용 #셰어하우스,300 / 53만원 (1인실)
에이블하우스,관악 4호점 A2,#여성전용 #셰어하우스,300 / 53만원 (1인실)
The Twenties (20S),망우점 코뿔소,#여성전용 #셰어하우스,52 / 26만원 (4인실)
이든 쉐어하우스,청담역점 룸1(2인실),#여성전용 #셰어하우스,100 / 45만원 (2인실)
우주,30호점 Room A,#여성전용 #셰어하우스,106 / 45만원 (1인실)
우주,31호점 Room C,#여성전용 #셰어하우스,82 / 33만원 (2인실)
우주,33호점 Room C,#여성전용 #셰어하우스,92 / 38만원 (2인실)
에이블하우스,관악 3호점 A2,#여성전용 #셰어하우스,300 / 53만원 (1인실)
올리브 쉐어하우스,신림역 1호점 Room B,#여성전용 #셰어하우스,90 / 43만원 (1인실)
웨이브 쉐어하우스,건대 1호점 1인실,#여성전용 #셰어하우스,42 / 42만원 (1인실)
지붕,뚝섬유원지역점 Room A,#여성전용 #셰어하우스,50 / 37만원 (2인실)
동거동락,23호 서울대입구역점 A룸,#여성전용 #셰어하우스,106 / 45만원 (2인실)
설렘 쉐어하우스,신림역점 Room C (2인실),#여성전용 #셰어하우스,84 / 42만원 (2인실)
행복하셰어,역삼점 B Room(2인실),#여성전용 #셰어하우스,100 / 41만원 (2인실)
동거동락,6호 군자점 D룸,#여성전용 #셰어하우스,105 / 49만원 (1인실)
동거동락,11호 서울대점 D룸,#여성전용 #셰어하우스,92 / 42만원 (2인실)
세기 하우스,봉천점 2인실,#여성전용 #셰어하우스,70 / 32만원 (2인실)
쉐어하우스 리시안,사당역 3호(오픈) Room C,#여성전용 #셰어하우스,100 / 50만원 (1인실)
양드레하우스,군자2호점 1A,#여성전용 #셰어하우스,100 / 50만원 (1인실)
쉐어하우스 STAY,건대1호점 ROOM B,#여성전용 #셰어하우스,100 / 33만원 (2인실)
방배웰빙쉐어하우스,사당역 2호점 Room B,#여성전용 #셰어하우스,70 / 45만원 (1인실)
연남0123/사당0123,사당0123 1인실B,#여성전용 #셰어하우스,80 / 43만원 (1인실)
동거동락,30호점 A룸,#여성전용 #셰어하우스,111 / 46만원 (1인실)
동거동락,28C 방배점 H룸,#여성전용 #셰어하우스,120 / 52만원 (1인실)
동거동락,28B 방배점 B룸,#여성전용 #셰어하우스,119 / 51만원 (1인실)
동거동락,28A 방배점 C룸,#남성전용 #셰어하우스,118 / 51만원 (1인실)
양드레하우스,역삼점 1A,#여성전용 #셰어하우스,100 / 55만원 (1인실)
양드레하우스,강남그랜드점 1A,#여성전용 #셰어하우스,150 / 52만원 (1인실)
아띠 쉐어빌리지,핑크하우스 Room C,#남성전용 #셰어하우스,50 / 36만원 (2인실)
마주봄 쉐어하우스,양재2호점 A룸 1인실,#여성전용 #셰어하우스,100 / 45만원 (1인실)
AUTHOR’S HOUSE,AUTHORS HOUSE 2 2층침대 2인실,#여성전용 #셰어하우스,34 / 34만원 (2인실)
애플트리 쉐어하우스,선릉&한티점 Room B,#남성전용 #셰어하우스,50 / 45만원 (1인실)
우주,76호점 Room B,#여성전용 #셰어하우스,128 / 56만원 (1인실)
우주,75호점 Room B,#남성전용 #셰어하우스,116 / 50만원 (1인실)
함께꿈꾸는마을,강남대청 Room C,#여성전용 #셰어하우스,110 / 55만원 (1인실)
양드레하우스,송파2호점 2A,#여성전용 #셰어하우스,100 / 35만원 (2인실)
양드레하우스,석촌점 1B,#여성전용 #셰어하우스,100 / 53만원 (1인실)
링스하우스,가톨릭대점(역곡역점) Single Room B type,#여성전용 #셰어하우스,100 / 38만원 (1인실)
함께꿈꾸는마을,송파문정마을02 ROOM B,#여성전용 #셰어하우스,104 / 52만원 (1인실)
아띠 쉐어빌리지,홍네하우스 홍제점 Room A,#남성전용 #셰어하우스,50 / 43만원 (1인실)
한송 셰어하우스,연신내역점 B룸,#여성전용 #셰어하우스,60 / 38만원 (1인실)
동거동락,17호 경복궁역점 F룸,#여성전용 #셰어하우스,121 / 56만원 (1인실)
달램쉐어하우스,홍대입구3호점 C룸 - 1인실,#여성전용 #셰어하우스,50 / 39만원 (1인실)
동거동락,29B 연대동문점 B룸,#여성전용 #셰어하우스,122 / 51만원 (1인실)
동거동락,29A 연대동문점 C룸,#여성전용 #셰어하우스,125 / 52만원 (1인실)
노란숲,혜화 성균관대점 1인실 작은 방,#여성전용 #셰어하우스,100 / 54만원 (1인실)
별빛하우스,101 증산동점 Room 1-C,#여성전용 #셰어하우스,80 / 42만원 (1인실)
홈스케치,연희점 Room B,#성별무관 #셰어하우스,90 / 45만원 (1인실)
노란숲,혜화 성대입구점 1인실 A,#여성전용 #셰어하우스,150 / 48만원 (1인실)
동거동락,27호점 연세대서문점 A룸,#여성전용 #셰어하우스,121 / 51만원 (1인실)
홈스케치,아현1호점 Room C,#여성전용 #셰어하우스,70 / 35만원 (2인실)
우주,72호점 Room B,#남성전용 #셰어하우스,92 / 38만원 (1인실)
조이쉐어하우스,대학로점 2인실 B,#여성전용 #셰어하우스,76 / 38만원 (1인실)
우주,71호점 Room A,#여성전용 #셰어하우스,96 / 38만원 (1인실)
우주,67호점 Room A,#여성전용 #셰어하우스,86 / 35만원 (1인실)
동거동락,31D호점(대학로) B ROOM,#여성전용 #셰어하우스,113 / 48만원 (1인실)
동거동락,31C호점(대학로) B ROOM,#여성전용 #셰어하우스,116 / 50만원 (1인실)
동거동락,31B호점(대학로) B ROOM,#여성전용 #셰어하우스,114 / 49만원 (1인실)
동거동락,31A호점(대학로) C ROOM,#여성전용 #셰어하우스,117 / 50만원 (1인실)
에이블하우스,정릉 1호점 A2,#여성전용 #셰어하우스,100 / 52만원 (1인실)
하우스로그,아현 1호점 Single Room B,#여성전용 #셰어하우스,90 / 45만원 (1인실)
마주봄 쉐어하우스,아현 1호점 A룸 1인실,#여성전용 #셰어하우스,100 / 48만원 (1인실)
조이쉐어하우스,이대점 1인실 큰방,#여성전용 #셰어하우스,96 / 48만원 (1인실)
넘버원 쉐어하우스,이대점 Room B,#여성전용 #셰어하우스,100 / 45만원 (1인실)
온더로드 쉐어하우스,대학로점 Room B,#여성전용 #셰어하우스,90 / 36만원 (2인실)
하우스로그,아현 2호점 Single Room B,#여성전용 #셰어하우스,76 / 38만원 (1인실)
아띠 쉐어빌리지,그림하우스 RoomC,#여성전용 #셰어하우스,50 / 36만원 (2인실)
UrbanShares,1stHQ HQ402,#여성전용 #셰어하우스,100 / 50만원 (1인실)
럭키하우스(Lucky House),럭키 신촌점 C_1인실(아늑한 Room),#여성전용 #셰어하우스,90 / 45만원 (1인실)
플레몬 쉐어하우스,22호점 (연남동) Room B,#성별무관 #셰어하우스,50 / 60만원 (1인실)
프리모,신촌이대점 Room C (이층침대),#여성전용 #셰어하우스,90 / 45만원 (2인실)
바다,연남동 : 2호 E Room,#여성전용 #셰어하우스,110 / 55만원 (1인실)
홈스케치,이대2호점 Room C,#성별무관 #셰어하우스,90 / 45만원 (1인실)
자다,한성대_성대점 Room C,#여성전용 #셰어하우스,98 / 49만원 (1인실)
STORYHOUSE,낙타점 Room 1,#남성전용 #셰어하우스,44 / 44만원 (1인실)
우주,92호점 Room D,#여성전용 #셰어하우스,92 / 38만원 (2인실)
달램쉐어하우스,이대2호점 이대2호A,#여성전용 #셰어하우스,50 / 19만원 (2인실)
우주,53호점 Room B,#여성전용 #셰어하우스,116 / 50만원 (1인실)
로이쉐어하우스,연남동점 1인실 A,#여성전용 #셰어하우스,55 / 55만원 (1인실)
플레몬 쉐어하우스,3호점 (북가좌동) Room B,#성별무관 #셰어하우스,50 / 45만원 (1인실)
엘르빌 셰어하우스,연남동점 1인실 B,#여성전용 #셰어하우스,55 / 55만원 (1인실)
노란숲,혜화 낙산공원점 1인실 작은 방,#여성전용 #셰어하우스,100 / 45만원 (1인실)
럭키하우스(Lucky House),2호 홍대점 1인실 Room B,#여성전용 #셰어하우스,96 / 48만원 (1인실)
디어(Dear) 쉐어하우스,홍대점 A룸 1인실,#여성전용 #셰어하우스,52 / 48만원 (1인실)
스테이영 쉐어하우스,홍대신촌점 2 인실 - A,#여성전용 #셰어하우스,35 / 35만원 (2인실)
하루 쉐어하우스,신촌점 303호실 1인실,#여성전용 #셰어하우스,48 / 48만원 (1인실)
플레몬 쉐어하우스,26호점(창천동) ROOM11,#성별무관 #셰어하우스,45 / 45만원 (1인실)
STORYHOUSE,신촌점 Room 2,#여성전용 #셰어하우스,50 / 50만원 (1인실)
아띠 쉐어빌리지,소녀하우스 RoomB,#여성전용 #셰어하우스,100 / 48만원 (1인실)
아띠 쉐어빌리지,여신하우스 신촌점 Room A,#여성전용 #셰어하우스,50 / 27만원 (3인실)
Joie de (쥬아드)셰어하우스,신촌점 B ROOM(1인),#남성전용 #셰어하우스,43 / 43만원 (1인실)
엘리맘 쉐어하우스,이대점 2인실,#여성전용 #셰어하우스,100 / 40만원 (2인실)
홍마리오 하우스,이대역점 Room 1,#여성전용 #셰어하우스,70 / 69만원 (1인실)
홈스케치,홍대1호점 Room C,#성별무관 #셰어하우스,90 / 45만원 (1인실)
윤쉐어하우스,연남점 Room F,#여성전용 #셰어하우스,104 / 52만원 (1인실)
플레몬 쉐어하우스,18호점 (연남동) Room C,#성별무관 #셰어하우스,30 / 30만원 (3인실)
아띠 쉐어빌리지,무드하우스 RoomC,#여성전용 #셰어하우스,50 / 32만원 (2인실)
홍마리오 하우스,서울역점 Room 3,#여성전용 #셰어하우스,70 / 33만원 (1인실)
피츠 쉐어하우스,연남동 1호점 Room B,#여성전용 #셰어하우스,48 / 48만원 (1인실)
동거동락,22호 홍대입구역점 C룸,#여성전용 #셰어하우스,114 / 52만원 (1인실)
애즈홈 쉐어하우스,2호점 Room A,#여성전용 #셰어하우스,100 / 50만원 (1인실)
레피네하우스,명동1호점 Room C,#여성전용 #셰어하우스,70 / 35만원 (2인실)
레피네하우스,명동3호점 Room A,#여성전용 #셰어하우스,100 / 50만원 (1인실)
플레몬 쉐어하우스,7호점 (서교동) Room C,#남성전용 #셰어하우스,30 / 40만원 (1인실)
애즈홈 쉐어하우스,1호점 Room C,#여성전용 #셰어하우스,80 / 40만원 (2인실)
아띠 쉐어빌리지,아이유하우스 서울역점 RoomA,#성별무관 #셰어하우스,50 / 48만원 (1인실)
우주,55호점 Room C,#여성전용 #셰어하우스,94 / 39만원 (2인실)
'봄이와 여름이' 쉐어하우스,연남점 Room A,#여성전용 #셰어하우스,110 / 51만원 (1인실)
바다,DMC : 2호 C Room,#여성전용 #셰어하우스,100 / 40만원 (1인실)
수수하우스 (SUSUHOUSE),연남점 Room A (1인실+개인다락방),#여성전용 #셰어하우스,100 / 50만원 (1인실)
달램쉐어하우스,성신여대점 중간방,#여성전용 #셰어하우스,300 / 34만원 (1인실)
하우스로그,안암5호점 single room 2,#여성전용 #셰어하우스,880 / 44만원 (1인실)
The Knot(더 노트),홍대점 Room B,#여성전용 #셰어하우스,90 / 38만원 (2인실)
에이블하우스,신촌 1호점 A1,#여성전용 #셰어하우스,300 / 55만원 (1인실)
외갓집에가자 쉐어하우스,덕성여대점 Room A,#여성전용 #셰어하우스,100 / 50만원 (1인실)
우주,24호점 Room A,#남성전용 #셰어하우스,101 / 43만원 (2인실)
아띠 쉐어빌리지,앙디 하우스 RoomA,#성별무관 #셰어하우스,50 / 46만원 (1인실)
자다,브라운 서울역점 C룸 (이벤트확인),#여성전용 #셰어하우스,84 / 42만원 (2인실)
행복하셰어,홍대점 A Room(1인실),#여성전용 #셰어하우스,45 / 45만원 (1인실)
동거동락,25호 공덕점 A룸,#여성전용 #셰어하우스,126 / 54만원 (1인실)
아띠 쉐어빌리지,단짠하우스 성신여대점 ROOM B 싱글룸,#여성전용 #셰어하우스,100 / 48만원 (1인실)
동거동락,5호 서울역점 D룸,#여성전용 #셰어하우스,112 / 53만원 (1인실)
포근해 쉐어하우스,홍대점 1인실A,#여성전용 #셰어하우스,45 / 45만원 (1인실)
GROUND 쉐어하우스,홍대 05 A room,#여성전용 #셰어하우스,80 / 39만원 (4인실)
GROUND 쉐어하우스,홍대 B room,#여성전용 #셰어하우스,100 / 48만원 (2인실)
하늘,수유역1호점 Room B,#여성전용 #셰어하우스,50 / 37만원 (1인실)
포근해 쉐어하우스,마포구청점 1인실,#여성전용 #셰어하우스,47 / 47만원 (1인실)
하우스로그,안암 3호점 Single Room B,#여성전용 #셰어하우스,80 / 43만원 (1인실)
바다,상암동 DMC 집 A Room,#여성전용 #셰어하우스,102 / 51만원 (1인실)
우주,60호점 Room E,#여성전용 #셰어하우스,104 / 44만원 (2인실)
바다,서강대앞집 Room C (1인실),#여성전용 #셰어하우스,110 / 55만원 (1인실)
더원 쉐어하우스,공덕역점 Room S-1,#여성전용 #셰어하우스,100 / 45만원 (1인실)
메죵드몽드,안암점 Room D,#여성전용 #셰어하우스,80 / 40만원 (1인실)
민우 쉐어하우스,동국대점 204호,#남성전용 #셰어하우스,80 / 42만원 (1인실)
우주,64호점 Room A,#여성전용 #셰어하우스,124 / 54만원 (1인실)
동거동락,13호 서울역점 F룸,#여성전용 #셰어하우스,114 / 53만원 (1인실)
디어(Dear) 쉐어하우스,합정점 Room B,#여성전용 #셰어하우스,40 / 38만원 (2인실)
네잎클로버 하우스,원미닛_마포구청역 프리미엄,#여성전용 #셰어하우스,106 / 53만원 (1인실)
자다,메리골드 후암1호점 Room D,#여성전용 #셰어하우스,110 / 55만원 (1인실)
자다,메리골드 후암2호점 Room B,#여성전용 #셰어하우스,104 / 52만원 (1인실)
쉐어하우스 F,마포구청역 1호점 Room A,#여성전용 #셰어하우스,104 / 52만원 (1인실)
함께꿈꾸는마을,남산소월01 Room B,#남성전용 #셰어하우스,94 / 47만원 (1인실)
쉐어하우스 STAY,숙대입구점 ROOM B,#여성전용 #셰어하우스,100 / 45만원 (1인실)
함께꿈꾸는마을,남산소월02 Room A,#남성전용 #셰어하우스,98 / 49만원 (1인실)
플레몬 쉐어하우스,4호점 (상수동) Room C,#성별무관 #셰어하우스,50 / 45만원 (1인실)
애플트리 쉐어하우스,미아사거리역 1호점 Room A,#여성전용 #셰어하우스,50 / 39만원 (1인실)
달램쉐어하우스,성신대고대2호점 성신대고대2호점 큰방,#여성전용 #셰어하우스,1000 / 29만원 (1인실)
동거동락,14호 동국대점 B룸,#여성전용 #셰어하우스,113 / 53만원 (1인실)
함께꿈꾸는마을,남산소월03 Room C,#여성전용 #셰어하우스,96 / 48만원 (1인실)
우주,54호점 Room B,#여성전용 #셰어하우스,100 / 44만원 (2인실)
함께꿈꾸는마을,남산소월04 Room D,#여성전용 #셰어하우스,80 / 40만원 (2인실)
바다,합정동집 3호 Room C (1인실),#여성전용 #셰어하우스,110 / 55만원 (1인실)
바다,합정동집 1호 Room A (2인실),#여성전용 #셰어하우스,86 / 43만원 (2인실)
하우스서울,서교망원점 ROOM-C(1인실),#여성전용 #셰어하우스,90 / 45만원 (1인실)
아미띠에 쉐어하우스,마포점 Room C,#여성전용 #셰어하우스,50 / 50만원 (1인실)
애플트리 쉐어하우스,합정점 Room B,#여성전용 #셰어하우스,45 / 45만원 (1인실)
더꿈 쉐어하우스,동국대점 1인실 A,#여성전용 #셰어하우스,100 / 47만원 (1인실)
동거동락,32B호 상수역점 C룸,#여성전용 #셰어하우스,109 / 45만원 (2인실)
애플트리 쉐어하우스,미아사거리역 2호점 Room B,#남성전용 #셰어하우스,50 / 36만원 (1인실)
자다,세인트 숙대2호점 A룸,#여성전용 #셰어하우스,78 / 39만원 (3인실)
자다,세인트 숙대1호점 Room E,#여성전용 #셰어하우스,110 / 55만원 (1인실)
홈스케치,합정1호점 Room A,#성별무관 #셰어하우스,90 / 45만원 (1인실)
홈스케치,합정2호점 Room B,#여성전용 #셰어하우스,90 / 45만원 (1인실)
남산 하우스,남산(해방촌)점 Room C,#여성전용 #셰어하우스,50 / 25만원 (2인실)
Urban square,청파점 Room B,#여성전용 #셰어하우스,100 / 51만원 (1인실)
Joie de (쥬아드)셰어하우스,망원 2호점 Room A,#남성전용 #셰어하우스,50 / 45만원 (1인실)
캑터스 하우스,망원점 Single 2,#남성전용 #셰어하우스,44 / 44만원 (1인실)
제인스하우스,공덕점 B룸,#여성전용 #셰어하우스,60 / 30만원 (3인실)
셰어하우스 THE PLANET,망원점 1인실 B,#여성전용 #셰어하우스,100 / 48만원 (1인실)
우주,56호점 Room A,#여성전용 #셰어하우스,92 / 38만원 (2인실)
쉐어하우스 비비,마포 공덕점 Room B,#여성전용 #셰어하우스,70 / 31만원 (3인실)
소담 쉐어하우스,효창 숙대입구점 룸3,#여성전용 #셰어하우스,49 / 44만원 (1인실)
마주공간 쉐어하우스,고려대(안암)점 2인실 D,#여성전용 #셰어하우스,100 / 35만원 (2인실)
캑터스 하우스,망원2호점 Single 1,#여성전용 #셰어하우스,45 / 45만원 (1인실)
마주봄 쉐어하우스,합정4호점 A룸,#여성전용 #셰어하우스,100 / 37만원 (1인실)
마주봄 쉐어하우스,합정5호점 A - ROOM,#여성전용 #셰어하우스,100 / 50만원 (1인실)
드리밍 셰어하우스,마포구청점 1인실 B ROOM(큰방),#남성전용 #셰어하우스,46 / 41만원 (1인실)
마주공간 쉐어하우스,합정역점 1인실,#여성전용 #셰어하우스,100 / 49만원 (1인실)
쉐어하우스 F,합정점 Room A,#여성전용 #셰어하우스,50 / 48만원 (1인실)
홈스케치,합정3호점 Room B,#성별무관 #셰어하우스,96 / 48만원 (1인실)
쉐어하우스 소망,합정점 룸A,#여성전용 #셰어하우스,100 / 48만원 (1인실)
마주봄 쉐어하우스,합정3호점 B룸 1인실,#여성전용 #셰어하우스,100 / 41만원 (1인실)
바다,마포동집 Room D,#여성전용 #셰어하우스,110 / 55만원 (1인실)
우주,101호점 ROOM A,#여성전용 #셰어하우스,96 / 40만원 (2인실)
플레몬 쉐어하우스,16호점 (합정동) Room C,#여성전용 #셰어하우스,50 / 29만원 (1인실)
동거동락,20호 약수역점 D룸,#여성전용 #셰어하우스,120 / 55만원 (1인실)
플레몬 쉐어하우스,17호점 (합정동) Room B,#성별무관 #셰어하우스,50 / 42만원 (1인실)
셰어하우스 허브,합정 1호점 Room B,#여성전용 #셰어하우스,100 / 44만원 (1인실)
셰어하우스 허브,합정 2호점 Room C,#여성전용 #셰어하우스,100 / 49만원 (1인실)
휘겔리 쉐어하우스,망원동점 여자 2인실 B,#여성전용 #셰어하우스,50 / 43만원 (2인실)
우주,59호점 Room A,#여성전용 #셰어하우스,108 / 46만원 (1인실)
우주,23호점 Room C,#여성전용 #셰어하우스,70 / 35만원 (4인실)
달램쉐어하우스,고려대7호점 1인실 작은방(6개월 후 월세 29만원),#여성전용 #셰어하우스,600 / 24만원 (1인실)
홈스케치,이태원2호점 Room A,#성별무관 #셰어하우스,96 / 48만원 (1인실)
아리움 쉐어하우스,고대점 Room B,#여성전용 #셰어하우스,76 / 38만원 (2인실)
가치살자 쉐어하우스,고려대역 1호점 ROOM-B,#여성전용 #셰어하우스,100 / 45만원 (1인실)
논스톱쉐어하우스,제기동점 Room C,#성별무관 #셰어하우스,40 / 40만원 (1인실)
셰어하우스 인연,고대점 Room(B),#여성전용 #셰어하우스,50 / 50만원 (1인실)
동거동락,7호 제기동점 C룸,#남성전용 #셰어하우스,93 / 43만원 (1인실)
홈스케치,고려대점 Room A,#성별무관 #셰어하우스,90 / 45만원 (1인실)
굿밤a+,청량리역점 Room B 작은 1인실,#여성전용 #셰어하우스,100 / 40만원 (1인실)
바다,당산 한강 집 Room C,#여성전용 #셰어하우스,84 / 42만원 (2인실)
함께꿈꾸는마을,왕십리행당 Room C,#여성전용 #셰어하우스,100 / 50만원 (1인실)
플레몬 쉐어하우스,15호점 ( 이촌동) Room C,#여성전용 #셰어하우스,30 / 35만원 (4인실)
루나스테이 쉐어하우스,경희대점 Room C,#여성전용 #셰어하우스,100 / 40만원 (2인실)
휴먼,경희대점 1인실,#여성전용 #셰어하우스,100 / 46만원 (1인실)
조이쉐어하우스,당산점 2인실 B,#여성전용 #셰어하우스,70 / 35만원 (1인실)
에이블하우스,왕십리 3호점 A1,#여성전용 #셰어하우스,300 / 55만원 (1인실)
GROUND 쉐어하우스,왕십리 D room,#여성전용 #셰어하우스,100 / 59만원 (1인실)
공간이음,경희대점 Room D,#여성전용 #셰어하우스,100 / 45만원 (1인실)
에이블하우스,왕십리 1호점 (AH Branch 13) A1,#여성전용 #셰어하우스,300 / 55만원 (1인실)
메종드이문,이문 1호점 Room D 안젤리나졸리,#여성전용 #셰어하우스,150 / 42만원 (3인실)
메종드이문,메종드이문2호점 2인실 오드리햅번,#여성전용 #셰어하우스,150 / 45만원 (2인실)
더 집 쉐어하우스,왕십리점 Room A,#여성전용 #셰어하우스,88 / 44만원 (1인실)
하늘,광운대역점 Room C,#여성전용 #셰어하우스,50 / 35만원 (1인실)
에이블하우스,왕십리 4호점 B3 B4,#여성전용 #셰어하우스,300 / 45만원 (2인실)
하늘,광운대역2호점 Room B,#여성전용 #셰어하우스,50 / 40만원 (1인실)
우주,47호점 Room C,#여성전용 #셰어하우스,96 / 38만원 (2인실)
에이블하우스,회기 7호점 B1 B2,#여성전용 #셰어하우스,300 / 41만원 (2인실)
양드레하우스,시립대점 Room 2A,#여성전용 #셰어하우스,100 / 40만원 (2인실)
에이블하우스,회기 6호점(시립대 근처) A1,#여성전용 #셰어하우스,300 / 45만원 (1인실)
아띠 쉐어빌리지,브루하우스 영등포구청역점 싱글룸A,#성별무관 #셰어하우스,50 / 53만원 (1인실)
에이블하우스,회기5호점 B3B4,#여성전용 #셰어하우스,300 / 42만원 (2인실)
우주,78호점 Room B,#여성전용 #셰어하우스,108 / 46만원 (2인실)
에이블하우스,회기8호점 A1,#여성전용 #셰어하우스,300 / 54만원 (1인실)
동거동락,12호 외대경희대점 J룸,#여성전용 #셰어하우스,124 / 55만원 (1인실)
우주,52호점 Room A,#여성전용 #셰어하우스,88 / 36만원 (3인실)
함께꿈꾸는마을,동대문TEN Room B,#여성전용 #셰어하우스,74 / 37만원 (2인실)
동거동락,9호 중앙대점 F룸,#여성전용 #셰어하우스,108 / 50만원 (1인실)
동거동락,2호 중앙대점 B룸,#남성전용 #셰어하우스,100 / 47만원 (1인실)
우주,57호점 Room B,#여성전용 #셰어하우스,94 / 39만원 (3인실)
쉐어하우스 리시안,중앙대 1호 Room B,#여성전용 #셰어하우스,100 / 47만원 (1인실)
하늘,석계점 Room C,#여성전용 #셰어하우스,50 / 25만원 (3인실)
동거동락,18호 회기역점 B룸,#여성전용 #셰어하우스,98 / 45만원 (1인실)
우리별 포디하우스,등촌별 3 룸1,#남성전용 #셰어하우스,100 / 34만원 (1인실)
동거동락,16호 광운대점 C룸,#여성전용 #셰어하우스,112 / 52만원 (1인실)
도란도란,외대점 Room D,#여성전용 #셰어하우스,100 / 37만원 (1인실)
에이블하우스,성수 1호점 C1 C2 C3,#남성전용 #셰어하우스,300 / 36만원 (3인실)
아띠 쉐어빌리지,바우 하우스 RoomB,#여성전용 #셰어하우스,50 / 45만원 (1인실)
우주,65호점 Room B,#여성전용 #셰어하우스,124 / 54만원 (1인실)
우주,66호점 Room A,#여성전용 #셰어하우스,98 / 41만원 (2인실)
쉐어하우스 STAY,상도점 ROOM F (2인실),#여성전용 #셰어하우스,100 / 35만원 (2인실)
가든 쉐어하우스,태릉입구점 1인실A,#여성전용 #셰어하우스,80 / 35만원 (1인실)
지붕,태릉입구역점 Room A,#여성전용 #셰어하우스,50 / 41만원 (1인실)
바다,문래동집 1호 Room B (2인실),#여성전용 #셰어하우스,84 / 42만원 (2인실)
커먼타운,압구정229 Room C,#여성전용 #셰어하우스,300 / 64만원 (2인실)
홈스케치,장안점 Room E,#성별무관 #셰어하우스,80 / 37만원 (1인실)
지붕,태릉입구3호점 룸A,#여성전용 #셰어하우스,50 / 42만원 (1인실)
우주,45호점 Room E,#여성전용 #셰어하우스,114 / 49만원 (1인실)
셰어하우스 스토리,셰어 스토리 : 태릉역점 2인실1,#여성전용 #셰어하우스,100 / 27만원 (2인실)
쉐어하우스 티움,반포점 룸 3,#여성전용 #셰어하우스,0 / 0만원 (2인실)
우주,81호점 Room A,#여성전용 #셰어하우스,92 / 38만원 (1인실)
모아,문래역점 Room A,#여성전용 #셰어하우스,50 / 40만원 (2인실)
동거동락,4호 신사점 B룸,#여성전용 #셰어하우스,106 / 51만원 (1인실)
GROUND 쉐어하우스,강남 Room D,#여성전용 #셰어하우스,130 / 66만원 (1인실)
마주공간 쉐어하우스,논현2호점 브라운개인룸,#여성전용 #셰어하우스,110 / 51만원 (1인실)
더핑크브릭,서울과기대점 Double A,#여성전용 #셰어하우스,100 / 45만원 (2인실)
더원 쉐어하우스,신도림점 M-2 type,#여성전용 #셰어하우스,150 / 53만원 (1인실)
동거동락,8호 논현점 D룸,#여성전용 #셰어하우스,99 / 46만원 (1인실)
에이블하우스,성수 3호점 A1,#남성전용 #셰어하우스,300 / 53만원 (1인실)
품안의 새,인셉션_신대방3거리역 Room ImH,#여성전용 #셰어하우스,80 / 40만원 (1인실)
쉐어하우스 미인,논현점 Room Pink,#여성전용 #셰어하우스,80 / 40만원 (2인실)
제인스하우스,신도림점 D룸,#여성전용 #셰어하우스,100 / 50만원 (1인실)
달램쉐어하우스,관악점 관악B,#여성전용 #셰어하우스,600 / 27만원 (1인실)
양드레하우스,논현점 Room 1A,#여성전용 #셰어하우스,100 / 55만원 (1인실)
쉐어하우스 하슈,서울대입구/숭실대점 Room C,#성별무관 #셰어하우스,100 / 50만원 (1인실)
우주,90호점 Room C,#여성전용 #셰어하우스,90 / 37만원 (1인실)
우주,91호점 Room D,#여성전용 #셰어하우스,94 / 39만원 (2인실)
마주공간 쉐어하우스,강남(학동)점 2인실 A,#여성전용 #셰어하우스,80 / 40만원 (2인실)
동거동락,24호 신논현점 F룸,#여성전용 #셰어하우스,128 / 55만원 (1인실)
