매물명,건물형태,방,화장실,층,전체면적,난방방식,승강기,주차,반려동물,흡연,조리도구,식기류,전자레인지,전기포트,에어컨,정수기,세탁기,식탁,청소기,신발장,냉장고,와이파이,커피포트,수납함,청소서비스,의자,분리수거함,가스레인지,토스터,TV,소파,다리미,커튼,소독,전신거울,빨래건조대,옷장,테라스,밥솥,스탠드,건조기,도로명주소
잠자리 신대방 : 3호점,빌라,3개,1개,2층,12평,개별난방,없음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,서울특별시 관악구 난곡로64길 47
슬리퍼 쉐어하우스 한성대점,빌라,3개,2개,4층,25평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,서울특별시 성북구 성북로12길 11-7
(남성전용) 청춘시대 1호점,빌라,3개,2개,3층,,개별난방,없음,알수없음,불가능,불가능,O,O,X,O,O,O,O,O,O,O,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X,서울특별시 마포구 성지1길 32-31
핀휠 쉐어하우스 이대1호점(여성),빌라,3개,1개,2층,27평,개별난방,없음,가능,불가능,가능,O,O,O,X,O,O,O,X,X,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울 서대문구 성산로 384-17
휴플러스 고대점,아파트,3개,2개,9층,25평,중앙난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 동대문구 고산자로 534
마주봄 쉐어하우스 양재2호점,빌라,3개,2개,3층,38평,개별난방,없음,불가능,불가능,불가능,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,서울특별시 서초구 서운로11길 13
달램쉐어하우스 관악점,빌라,3개,1개,,7평,개별난방,없음,가능,가능,불가능,O,O,O,X,O,X,O,X,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 관악구 당곡6다길 27
푸른언덕 중앙대점,단독주택,5개,2개,4층,40평,개별난방,없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 동작구 매봉로4가길 40
썸앤썸 쉐어하우스 삼전점,빌라,3개,1개,5층,14평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,서울특별시 송파구 백제고분로28길 39-22
핀휠 쉐어하우스 홍대/망원점,빌라,3개,2개,2층,27평,개별난방,없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,X,O,O,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,O,X,서울특별시 마포구 월드컵북로7길 82
우주 31호점,아파트,3개,2개,,,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,서울특별시 관악구 남부순환로226길 28
함께꿈꾸는마을 송파문정마을,아파트,4개,2개,2층,48평,개별난방,있음,불가능,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,O,O,X,O,X,X,O,O,X,X,X,X,서울특별시 송파구 중대로 24
더원 쉐어하우스 신도림점,아파트,3개,2개,,26평,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,서울 영등포구 도영로7길 15
마주공간 쉐어하우스 강남(학동)점,빌라,3개,1개,1층,27평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,서울특별시 강남구 논현로124길 10
잠자리 신금호 : 10호점,빌라,3개,1개,5층,21평,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,서울특별시 성동구 금호로11길 4
팸하우스 뚝섬점,빌라,4개,2개,4층,0평,알수없음,없음,불가능,불가능,불가능,X,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,서울 성동구 성수일로11길 11
셰어하우스 스토리 셰어 스토리 : 태릉역점,빌라,3개,2개,6층,24평,개별난방,있음,,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,X,O,O,O,O,O,O,O,O,X,서울 노원구 동일로174길 37-18
미소 쉐어하우스 광화문점,아파트,3개,1개,2층,33평,개별난방,있음,,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,O,O,X,X,X,X,X,X,O,X,O,서울 종로구 세종대로23길 54
피리하우스 낙성대점,빌라,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O,O,X,서울특별시 관악구 인헌4길 3
달램쉐어하우스 고려대7호점,기타,3개,1개,4층,14평,알수없음,없음,불가능,불가능,불가능,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 동대문구 회기로4길 38
쉐어하우스 이층집 건대역 2호점,단독주택,5개,1개,2층,27평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,X,O,O,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,서울특별시 광진구 동일로26길 62
위아영 쉐어하우스 아현점,아파트,4개,2개,8층,35평,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 서대문구 북아현로 40
동거동락 34호점 약수역점,빌라,11개,4개,,95평,알수없음,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,X,O,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,O,X,O,X,O,X,X,서울 중구 동호로15길 126-11
응답하라2018 합정망원 남성하우스,빌라,2개,1개,1층,13평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,X,O,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,O,X,O,X,O,X,X,서울특별시 마포구 월드컵로7길 60
젤리 쉐어하우스 봉천점,빌라,3개,1개,,,개별난방,없음,불가능,가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 관악구 쑥고개로 99
청춘가 서울대입구 1호점,단독주택,5개,3개,1층,,개별난방,없음,불가능,,불가능,O,O,O,X,O,X,O,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,서울특별시 관악구 봉천로43길 16-8
쉐어하우스 플라이데어 마포구청역점,빌라,3개,1개,2층,24평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,서울 마포구 성산로2길 21-35
공상가 연세 2호점,빌라,30개,22개,,,개별난방,있음,가능,불가능,가능,O,X,O,O,O,X,O,O,X,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 연희로10길 34
아띠 쉐어빌리지 홍남하우스 홍대점,기타,6개,0개,,,개별난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 월드컵북로1길 74
바다 암사동집 : 1층,기타,4개,2개,1층,,중앙난방,없음,알수없음,불가능,불가능,O,O,O,O,X,O,O,O,X,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,서울특별시 강동구 고덕로20다길 14-1
아띠 쉐어빌리지 그림하우스,빌라,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 성북구 서경로 41
아띠 쉐어빌리지 여신하우스 신촌점,빌라,3개,1개,1층,22평,개별난방,없음,불가능,불가능,가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 신촌로 108
아띠 쉐어빌리지 단짠하우스 성신여대점,빌라,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 성북구 보문로30가길 17-4
홍마리오 하우스 이대역점,아파트,3개,2개,2층,22평,개별난방,있음,알수없음,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 대흥로21길 14
오희 고양점,빌라,4개,2개,2층,35평,개별난방,없음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,경기도 고양시 덕양구 삼송로136번길 24-3
굿밤a+ 청량리역점,아파트,3개,1개,13층,31평,중앙난방,있음,가능,불가능,불가능,O,O,O,O,X,O,O,O,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,O,X,O,서울특별시 동대문구 약령시로 154
플레몬 쉐어하우스 29호점(혜화대학로점),단독주택,11개,3개,1층,45평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 종로구 창경궁로27길 67-18
포코 쉐어하우스 연남점,단독주택,2개,1개,1층,12평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,서울 마포구 연희로 23
에이블하우스 성수 3호점,아파트,3개,2개,1층,28평,개별난방,있음,불가능,불가능,불가능,O,O,X,X,O,X,X,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,서울 성동구 광나루로6길 7-1
팸하우스 동대입구 1호점,빌라,3개,1개,1층,0평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,X,O,O,X,O,X,O,서울 중구 동호로25가길 1
홈스케치 외대1호점,빌라,1개,1개,3층,24평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 동대문구 외대역동로27길 71
The Twenties (20S) 망우점,아파트,2개,1개,,31평,개별난방,있음,가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 중랑구 신내로7나길 24
함께꿈꾸는마을 군자대공원,단독주택,3개,2개,,,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,X,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,서울특별시 광진구 중곡동 272-9번지
달램쉐어하우스 성신여대점,빌라,3개,1개,1층,11평,중앙난방,없음,불가능,불가능,불가능,X,X,O,X,O,X,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 성북구 보문로34가길 44
꼬므 대림역 : 1호점,아파트,3개,1개,11층,25평,개별난방,있음,알수없음,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,서울특별시 구로구 구로중앙로18길 68
슬리퍼 쉐어하우스 대학동점,빌라,4개,3개,4층,40평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,서울특별시 관악구 신림동길 25
우주 50호점,단독주택,5개,2개,,,알수없음,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,서울특별시 종로구 낙산1길 9
쉐어하우스 F 마포구청역 1호점,,3개,2개,9층,24평,중앙난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,O,서울특별시 마포구 월드컵로 190
세렘 쉐어하우스 신대방점,빌라,3개,2개,2층,23평,개별난방,없음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,X,X,X,X,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,서울특별시 동작구 여의대방로22아길 63
홈스케치 이대2호점,빌라,4개,1개,1층,45평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 마포구 대흥로30길 40
달램쉐어하우스 고대1호점,기타,3개,1개,2층,14평,중앙난방,없음,불가능,불가능,불가능,O,O,O,X,O,X,O,O,X,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,서울 동대문구 고산자로52길 13
하늘 고대 1호점,아파트,3개,2개,,,개별난방,있음,알수없음,불가능,불가능,X,X,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,서울특별시 동대문구 제기동 122-388번지
럭키하우스(Lucky House) 2호 홍대점,빌라,3개,1개,2층,21평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 서대문구 신촌로1안길 18
레피네하우스 명동3호점,빌라,3개,1개,5층,17평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,X,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,O,O,X,서울특별시 중구 소공로6가길 24
채움 쉐어하우스 교대/강남역 1호점,아파트,4개,2개,8층,43평,중앙난방,있음,가능,불가능,불가능,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,서울특별시 서초구 서초동 1418번지
플레몬 쉐어하우스 7호점 (서교동),빌라,3개,1개,3층,12평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,서울특별시 마포구 와우산로33길 17
호영이네 하우스 창신역점,아파트,4개,2개,,32평,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,X,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,서울특별시 종로구 동망산길 19
한송 셰어하우스 연신내역점,기타,5개,3개,3층,38평,중앙난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 은평구 연서로27길 20
민우 쉐어하우스 동국대점,단독주택,4개,3개,,30평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 중구 서애로3길 34
양드레하우스 역삼점,빌라,4개,1개,3층,30평,개별난방,없음,불가능,불가능,불가능,X,O,O,X,O,X,O,O,X,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,서울 강남구 역삼 로18길 7
잠자리 정릉역 : 21호점,빌라,3개,1개,2층,18평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,O,X,O,서울특별시 성북구 정릉로38다길 32
더꿈 쉐어하우스 동국대점,빌라,3개,1개,3층,20평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 동호로25가길 13-1
MOVHOUSE 논현점,빌라,3개,1개,1층,16평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,X,O,O,O,O,X,O,O,O,O,X,X,X,X,X,O,O,X,X,X,O,X,X,서울특별시 강남구 학동로8길 26
(남성전용) 청춘시대 2호점,빌라,3개,2개,3층,50평,개별난방,알수없음,알수없음,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,O,X,O,O,O,O,O,O,X,O,X,O,O,X,X,O,O,X,서울특별시 서대문구 신촌로 11-5
하늘 수유역2호점,아파트,4개,2개,5층,35평,개별난방,있음,알수없음,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 강북구 노해로8길 16
동거동락 32A호 상수역점,기타,2개,2개,3층,20평,알수없음,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,X,X,O,O,O,X,X,X,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,O,서울 마포구 독막로 95-27
비비안느 논현점,빌라,6개,4개,4층,00평,개별난방,알수없음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,O,X,O,서울특별시 강남구 학동로8길 16
보더리스하우스 종로1,아파트,3개,2개,,26평,개별난방,있음,알수없음,불가능,불가능,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,서울특별시 종로구 숭인동 1489-1번지
플레몬 쉐어하우스 1호점 (동교동),빌라,3개,1개,2층,82평,개별난방,없음,불가능,불가능,불가능,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 월드컵북로2길 81-4
쉐어하우스 까사 사당역 2호점,빌라,4개,2개,,,개별난방,없음,불가능,불가능,불가능,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,서울특별시 동작구 남부순환로271길 58
동그라미 쉐어하우스 석촌역,,nu개,nu개,,,승강기 ,알수없음,알수없음,,,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,서울 송파구 송파대로42길 52
쉐어하우스 리시안 사당역 2호,빌라,3개,1개,,,개별난방,없음,불가능,불가능,불가능,X,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,서울특별시 동작구 사당동 1033-16번지
마주봄 쉐어하우스 혜화 6호점,기타,4개,1개,1층,15평,알수없음,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,O,O,O,O,O,X,X,O,O,O,O,O,X,X,X,X,O,X,X,X,O,O,X,O,서울 종로구 동숭3길 14
하루 쉐어하우스 신촌점,빌라,4개,2개,,29평,개별난방,있음,알수없음,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X,서울특별시 서대문구 신촌로7안길 21-1
팸하우스 동대입구 2호점,빌라,2개,1개,1층,0평,알수없음,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,X,O,O,X,O,X,X,X,X,X,X,O,X,O,서울 중구 동호로25가길 1
애즈홈 쉐어하우스 1호점,빌라,3개,1개,3층,21평,개별난방,없음,불가능,불가능,,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,서울특별시 중구 퇴계로20길 56
Calm&Mood 홍제 18호점,단독주택,8개,3개,,,중앙난방,없음,알수없음,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,O,O,X,서울특별시 서대문구 통일로39길 58-10
달달 쉐어하우스 삼성중앙역점,빌라,3개,1개,1층,21평,개별난방,없음,가능,불가능,불가능,O,O,O,X,O,O,O,X,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X,O,O,X,X,O,X,X,서울특별시 강남구 삼성로107길 29
스테이서울 하우스메이트,아파트,3개,2개,7층,26평,개별난방,있음,불가능,불가능,불가능,X,X,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,서울특별시 송파구 송파대로32길 15
GROUND 쉐어하우스 강남,아파트,4개,2개,4층,42평,개별난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,O,서울특별시 강남구 강남대로146길 28
수니하우스 뚝섬역점,아파트,3개,1개,3층,26평,개별난방,있음,알수없음,불가능,불가능,X,O,O,O,O,X,X,X,O,O,O,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X,O,X,O,X,O,서울특별시 성동구 상원길 77
잠자리 성신여대 : 9호점,빌라,3개,1개,3층,20평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,서울특별시 성북구 동소문로20길 37-8
우주 46호점,단독주택,4개,2개,,,알수없음,없음,알수없음,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 동작구 성대로21길 62
바다 구디(구로디지털)집,아파트,4개,2개,,,알수없음,있음,알수없음,불가능,불가능,O,X,O,X,O,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 구로구 디지털로31길 90
함께꿈꾸는마을 동대문TEN,아파트,4개,2개,,,개별난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 동대문구 답십리동 322-36번지
메죵드몽드 안암점,빌라,4개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,서울특별시 성북구 고려대로7다길 34
잠자리 구로디지털단지 : 13호점,빌라,3개,2개,4층,28평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,X,X,O,X,O,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X,O,O,X,서울특별시 관악구 조원로6길 15
하늘 월곡역점,아파트,3개,2개,,33평,개별난방,있음,가능,,,O,O,O,O,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 성북구 화랑로11길 26
네잎클로버 하우스 투미닛_봉천역,빌라,3개,1개,1층,20평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 관악구 봉천로 356
동거동락 13호 서울역점,빌라,6개,4개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,서울특별시 용산구 두텁바위로 125
세이프헤븐 이수점,빌라,3개,1개,2층,18평,알수없음,없음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 동작구 사당로17길 52
우주 52호점,빌라,4개,2개,,,중앙난방,없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,서울특별시 동작구 장승배기로24가길 29
러브앤피스 쉐어하우스 아현점,빌라,3개,1개,,18평,개별난방,알수없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 마포구 신촌로 180
율 하우스 문래점,,3개,2개,6층,11평,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 영등포구 선유로13길 11
품안의 새 핏타팻_서울대입구역,빌라,3개,1개,2층,24평,개별난방,없음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,서울특별시 관악구 양녕로6라길 30
워크 앤 리브 이태원 2호점,빌라,11개,6개,3층,75평,개별난방,알수없음,불가능,불가능,가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 용산구 회나무로13가길 3-22
어울림 망원1호점,빌라,3개,2개,1층,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,O,X,O,서울 마포구 월드컵로12길 20
달램쉐어하우스 홍대입구점,빌라,3개,1개,,,알수없음,알수없음,알수없음,가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 연세로9길 37
쉐어필링스 노량진역,빌라,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,서울특별시 동작구 장승배기로27길 20-13
양드레하우스 군자2호점,빌라,3개,1개,1층,14평,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 광진구 천호대로115길 46
어울림 합정4호점,빌라,3개,1개,1층,,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 마포구 동교로12길 41-27
쉐어하우스 STAY 상도점,빌라,6개,3개,,50평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 동작구 상도로41라길 6-1
홈스케치 외대2호점,빌라,2개,1개,3층,27평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 동대문구 외대역동로27길 71
동거동락 26호 연남동점,빌라,8개,3개,3층,31평,알수없음,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울 마포구 동교로27길 71
팸하우스 건대 4호점,빌라,3개,1개,3층,0평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,X,O,X,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,서울 광진구 광나루로26길 29
