매물명,성별전용,면적(㎡), 보증금(원) , 월세(원) ,인실(명),만실,건물형태,방(개),화장실(개),층,총층,전체면적(㎡),전체평수,난방방식,승강기,주차,반려동물,흡연,조리도구,식기류,전자레인지,전기포트,에어컨,정수기,세탁기,식탁,청소기,신발장,냉장고,와이파이,커피포트,수납함,청소서비스,의자,분리수거함,가스레인지,토스터,TV,소파,다리미,커튼,소독,전신거울,빨래건조대,옷장,테라스,밥솥,스탠드,건조기,도로명주소
We Live 당산점,여,8.7,"1,000,000","480,000",1,X,아파트,5,2,2,15,148,45,개별난방,있음,알수없음,불가능,불가능,O,O,O,O,X,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,O,서울특별시 영등포구 당산동5가 3304번지
We Live 당산점,여,8.7,"1,000,000","520,000",1,X,아파트,5,2,2,15,148,45,개별난방,있음,알수없음,불가능,불가능,O,O,O,O,X,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,O,서울특별시 영등포구 당산동5가 3304번지
We Live 당산점,여,12.4,"1,000,000","420,000",2,X,아파트,5,2,2,15,148,45,개별난방,있음,알수없음,불가능,불가능,O,O,O,O,X,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,O,서울특별시 영등포구 당산동5가 3304번지
We Live 당산점,여,12,"1,000,000","530,000",1,X,아파트,5,2,2,15,148,45,개별난방,있음,알수없음,불가능,불가능,O,O,O,O,X,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,O,서울특별시 영등포구 당산동5가 3304번지
가든 쉐어하우스 태릉입구점,여,14,"800,000","350,000",1,O,아파트,4,2,8,21,100,30,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,서울 노원구 섬밭로 17
가든 쉐어하우스 태릉입구점,여,8,"800,000","350,000",1,O,아파트,4,2,8,21,100,30,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,서울 노원구 섬밭로 17
가든 쉐어하우스 태릉입구점,여,12,"700,000","300,000",2,X,아파트,4,2,8,21,100,30,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,서울 노원구 섬밭로 17
가든 쉐어하우스 태릉입구점,여,18,"600,000","270,000",3,X,아파트,4,2,8,21,100,30,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,서울 노원구 섬밭로 17
쉐어하우스 휴가 공덕역점,여,,"1,050,000","550,000",1,X,오피스텔,3,2,,,99,30,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 만리재로 32
쉐어하우스 휴가 공덕역점,여,,"950,000","480,000",2,X,오피스텔,3,2,,,99,30,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 만리재로 32
쉐어하우스 휴가 공덕역점,여,,"850,000","430,000",2,X,오피스텔,3,2,,,99,30,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 만리재로 32
우주 60호점,여,,"1,200,000","520,000",1,O,아파트,5,2,,,158.18,48,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,서울특별시 종로구 창신길 20
우주 60호점,여,,"1,200,000","520,000",1,O,아파트,5,2,,,158.18,48,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,서울특별시 종로구 창신길 20
우주 60호점,여,,"880,000","360,000",2,X,아파트,5,2,,,158.18,48,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,서울특별시 종로구 창신길 20
우주 60호점,여,,"1,100,000","470,000",1,X,아파트,5,2,,,158.18,48,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,서울특별시 종로구 창신길 20
우주 60호점,여,,"1,040,000","440,000",2,O,아파트,5,2,,,158.18,48,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,서울특별시 종로구 창신길 20
자몽 셰어하우스 한성대성북점,여,6,"1,000,000","300,000",1,X,빌라,18,1,1,3,661,200,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O,서울 성북구 성북로8다길 37012
자몽 셰어하우스 한성대성북점,여,7,"1,000,000","330,000",1,X,빌라,18,1,1,3,661,200,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O,서울 성북구 성북로8다길 37012
자몽 셰어하우스 한성대성북점,여,6,"1,000,000","330,000",1,X,빌라,18,1,1,3,661,200,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O,서울 성북구 성북로8다길 37012
자몽 셰어하우스 한성대성북점,여,10,"1,000,000","250,000",2,X,빌라,18,1,1,3,661,200,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O,서울 성북구 성북로8다길 37012
자몽 셰어하우스 한성대성북점,여,6,"1,000,000","300,000",1,X,빌라,18,1,1,3,661,200,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O,서울 성북구 성북로8다길 37012
