매물명,성별전용,면적(㎡), 보증금(원) , 월세(원) ,인실(명),만실,건물형태,방(개),화장실(개),층,총층,전체면적(㎡),전체평수,난방방식,승강기,주차,반려동물,흡연,조리도구,식기류,전자레인지,전기포트,에어컨,정수기,세탁기,식탁,청소기,신발장,냉장고,와이파이,커피포트,수납함,청소서비스,의자,분리수거함,가스레인지,토스터,TV,소파,다리미,커튼,소독,전신거울,빨래건조대,옷장,테라스,밥솥,스탠드,건조기,도로명주소
동거동락 15호 서울대입구역점,여,10.3,"1,200,000","540,000",1,O,아파트,4,2,,,117.08,35,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 관악구 남부순환로 1811
동거동락 15호 서울대입구역점,여,11.3,"1,200,000","540,000",1,O,아파트,4,2,,,117.08,35,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 관악구 남부순환로 1811
핀휠 쉐어하우스 이대2호점,남,20,"900,000","430,000",1,X,단독주택,3,1,2,4,90,27,개별난방,없음,가능,불가능,불가능,O,X,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,서울 서대문구 성산로 384017
핀휠 쉐어하우스 이대2호점,남,25,"800,000","330,000",2,X,단독주택,3,1,2,4,90,27,개별난방,없음,가능,불가능,불가능,O,X,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,서울 서대문구 성산로 384017
핀휠 쉐어하우스 이대2호점,남,30,"800,000","330,000",3,X,단독주택,3,1,2,4,90,27,개별난방,없음,가능,불가능,불가능,O,X,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,서울 서대문구 성산로 384017
하비비 하우스 신논현점,남,15,"1,000,000","320,000",3,X,빌라,3,2,1,5,120,36,개별난방,없음,가능,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,서울특별시 강남구 강남대로120길 20
하비비 하우스 신논현점,남,10,"1,000,000","440,000",2,X,빌라,3,2,1,5,120,36,개별난방,없음,가능,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,서울특별시 강남구 강남대로120길 20
하비비 하우스 신논현점,남,7,"1,000,000","540,000",1,X,빌라,3,2,1,5,120,36,개별난방,없음,가능,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,서울특별시 강남구 강남대로120길 20
우리집 건대_세종대점,여,13.2,"1,000,000","530,000",2,X,아파트,4,2,13,2,151,46,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X,O,X,X,서울특별시 광진구 화양동 18027번지
우리집 건대_세종대점,여,8.3,"2,000,000","660,000",1,X,아파트,4,2,13,2,151,46,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X,O,X,X,서울특별시 광진구 화양동 18027번지
우리집 건대_세종대점,여,11.6,"1,000,000","520,000",2,X,아파트,4,2,13,2,151,46,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X,O,X,X,서울특별시 광진구 화양동 18027번지
우리집 건대_세종대점,여,9.9,"1,000,000","500,000",2,X,아파트,4,2,13,2,151,46,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X,O,X,X,서울특별시 광진구 화양동 18027번지
홈스케치 이태원2호점,무,8,"960,000","480,000",1,O,빌라,3,1,1,2,80,24,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 용산구 회나무로26길 36
홈스케치 이태원2호점,무,7,"900,000","450,000",1,X,빌라,3,1,1,2,80,24,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 용산구 회나무로26길 36
홈스케치 이태원2호점,무,9,"760,000","380,000",2,O,빌라,3,1,1,2,80,24,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 용산구 회나무로26길 36
마주공간 쉐어하우스 합정역점,여,10,"1,000,000","490,000",1,X,빌라,3,1,1,2,200,61,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 마포구 독막로4길 1503
마주공간 쉐어하우스 합정역점,여,20,"800,000","390,000",2,O,빌라,3,1,1,2,200,61,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 마포구 독막로4길 1503
마주공간 쉐어하우스 합정역점,여,10,"800,000","370,000",2,O,빌라,3,1,1,2,200,61,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 마포구 독막로4길 1503
스테이 펠릭스 충무로역점,무,11,"300,000","600,000",1,X,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","600,000",1,X,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","600,000",1,O,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","600,000",1,O,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","600,000",1,X,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","600,000",1,X,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","600,000",1,O,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","600,000",1,O,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","550,000",1,O,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","600,000",1,O,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","550,000",1,O,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","600,000",1,X,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","600,000",1,X,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","600,000",1,X,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","600,000",1,X,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","600,000",1,X,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","600,000",1,O,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","600,000",1,O,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","600,000",1,X,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","600,000",1,O,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","600,000",1,X,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","600,000",1,O,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","600,000",1,O,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","600,000",1,O,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","550,000",1,X,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","600,000",1,X,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","550,000",1,O,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","600,000",1,X,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","600,000",1,X,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","600,000",1,X,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","600,000",1,X,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,11,"300,000","600,000",1,X,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,13,"300,000","500,000",2,X,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,13,"300,000","500,000",2,X,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,13,"300,000","500,000",2,O,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
스테이 펠릭스 충무로역점,무,13,"300,000","500,000",2,O,기타,36,3,4,6,427,129,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 중구 서애로 601
하우스로그 안암5호점,여,10,"880,000","440,000",1,O,빌라,3,1,1,2,59,18,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,서울 성북구 고려대로1길 72
하우스로그 안암5호점,여,11,"8,800,000","440,000",1,O,빌라,3,1,1,2,59,18,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,서울 성북구 고려대로1길 72
하우스로그 안암5호점,여,15,"700,000","350,000",2,X,빌라,3,1,1,2,59,18,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,서울 성북구 고려대로1길 72
동거동락 28A 방배점,남,8,"1,210,000","525,000",1,O,기타,7,2,2,4,63,19,알수없음,없음,불가능,불가능,불가능,O,X,O,X,O,O,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O,서울 서초구 방배로6길 18
동거동락 28A 방배점,남,8,"1,180,000","510,000",1,O,기타,7,2,2,4,63,19,알수없음,없음,불가능,불가능,불가능,O,X,O,X,O,O,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O,서울 서초구 방배로6길 18
동거동락 28A 방배점,남,8,"1,180,000","510,000",1,X,기타,7,2,2,4,63,19,알수없음,없음,불가능,불가능,불가능,O,X,O,X,O,O,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O,서울 서초구 방배로6길 18
동거동락 28A 방배점,남,8,"1,200,000","520,000",1,O,기타,7,2,2,4,63,19,알수없음,없음,불가능,불가능,불가능,O,X,O,X,O,O,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O,서울 서초구 방배로6길 18
동거동락 28A 방배점,남,9,"1,210,000","525,000",1,X,기타,7,2,2,4,63,19,알수없음,없음,불가능,불가능,불가능,O,X,O,X,O,O,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O,서울 서초구 방배로6길 18
동거동락 28A 방배점,남,8,"1,200,000","520,000",1,O,기타,7,2,2,4,63,19,알수없음,없음,불가능,불가능,불가능,O,X,O,X,O,O,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O,서울 서초구 방배로6길 18
동거동락 28A 방배점,남,9,"1,210,000","525,000",1,O,기타,7,2,2,4,63,19,알수없음,없음,불가능,불가능,불가능,O,X,O,X,O,O,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O,서울 서초구 방배로6길 18
동그라미 쉐어하우스 학동역점,남,16.5,"500,000","520,000",1,X,빌라,4,1,1,4,59.5,18,중앙난방,없음,알수없음,불가능,불가능,O,X,O,X,O,O,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O,서울특별시 강남구 언주로121길 18
동그라미 쉐어하우스 학동역점,남,11.57,"500,000","430,000",1,X,빌라,4,1,1,4,59.5,18,중앙난방,없음,알수없음,불가능,불가능,O,X,O,X,O,O,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O,서울특별시 강남구 언주로121길 18
동그라미 쉐어하우스 학동역점,남,11.5,"500,000","430,000",1,X,빌라,4,1,1,4,59.5,18,중앙난방,없음,알수없음,불가능,불가능,O,X,O,X,O,O,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O,서울특별시 강남구 언주로121길 18
동그라미 쉐어하우스 학동역점,남,6.6,"500,000","250,000",1,X,빌라,4,1,1,4,59.5,18,중앙난방,없음,알수없음,불가능,불가능,O,X,O,X,O,O,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O,서울특별시 강남구 언주로121길 18
자다 메이플 성신여대점,여,,"700,000","350,000",2,O,빌라,5,2,4,4,83,25,개별난방,알수없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,서울특별시 성북구 보문로40길 34
자다 메이플 성신여대점,여,,"900,000","450,000",1,X,빌라,5,2,4,4,83,25,개별난방,알수없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,서울특별시 성북구 보문로40길 34
자다 메이플 성신여대점,여,,"840,000","420,000",1,X,빌라,5,2,4,4,83,25,개별난방,알수없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,서울특별시 성북구 보문로40길 34
자다 메이플 성신여대점,여,,"840,000","420,000",1,O,빌라,5,2,4,4,83,25,개별난방,알수없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,서울특별시 성북구 보문로40길 34
자다 메이플 성신여대점,여,,"960,000","480,000",1,O,빌라,5,2,4,4,83,25,개별난방,알수없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,서울특별시 성북구 보문로40길 34
Singles ( 싱글즈 ) 신사점,여,23,"2,000,000","650,000",1,X,빌라,4,3,3,4,171,52,개별난방,없음,가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 서초구 강남대로95길 73
Singles ( 싱글즈 ) 신사점,여,23,"2,000,000","570,000",1,X,빌라,4,3,3,4,171,52,개별난방,없음,가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 서초구 강남대로95길 73
Singles ( 싱글즈 ) 신사점,여,39,"1,500,000","470,000",2,X,빌라,4,3,3,4,171,52,개별난방,없음,가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 서초구 강남대로95길 73
Singles ( 싱글즈 ) 신사점,여,49,"800,000","390,000",4,X,빌라,4,3,3,4,171,52,개별난방,없음,가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 서초구 강남대로95길 73
에이블하우스 성수 3호점,남,14,"3,000,000","530,000",1,O,아파트,3,2,1,14,94,28,개별난방,있음,불가능,불가능,불가능,O,O,X,X,O,X,X,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,서울 성동구 광나루로6길 701
에이블하우스 성수 3호점,남,11,"3,000,000","450,000",2,O,아파트,3,2,1,14,94,28,개별난방,있음,불가능,불가능,불가능,O,O,X,X,O,X,X,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,서울 성동구 광나루로6길 701
에이블하우스 성수 3호점,남,9,"3,000,000","430,000",2,O,아파트,3,2,1,14,94,28,개별난방,있음,불가능,불가능,불가능,O,O,X,X,O,X,X,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,서울 성동구 광나루로6길 701
우주 37호점,여,12,"940,000","390,000",2,X,빌라,5,3,,,,,알수없음,없음,알수없음,불가능,불가능,O,O,X,X,O,X,X,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,서울특별시 동작구 상도로 340
우주 37호점,여,21,"920,000","380,000",3,X,빌라,5,3,,,,,알수없음,없음,알수없음,불가능,불가능,O,O,X,X,O,X,X,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,서울특별시 동작구 상도로 340
우주 37호점,여,12,"1,000,000","420,000",2,X,빌라,5,3,,,,,알수없음,없음,알수없음,불가능,불가능,O,O,X,X,O,X,X,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,서울특별시 동작구 상도로 340
우주 37호점,여,7,"1,120,000","480,000",1,O,빌라,5,3,,,,,알수없음,없음,알수없음,불가능,불가능,O,O,X,X,O,X,X,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,서울특별시 동작구 상도로 340
우주 37호점,여,20,"740,000","290,000",3,X,빌라,5,3,,,,,알수없음,없음,알수없음,불가능,불가능,O,O,X,X,O,X,X,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,서울특별시 동작구 상도로 340
우주 37호점,무,16,"500,000","550,000",1,X,빌라,5,3,,,,,알수없음,없음,알수없음,불가능,불가능,O,O,X,X,O,X,X,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,서울 용산구 보광로 104
우주 37호점,무,13,"500,000","450,000",1,X,빌라,5,3,,,,,알수없음,없음,알수없음,불가능,불가능,O,O,X,X,O,X,X,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,서울 용산구 보광로 104
우주 37호점,무,13,"500,000","450,000",1,X,빌라,5,3,,,,,알수없음,없음,알수없음,불가능,불가능,O,O,X,X,O,X,X,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,서울 용산구 보광로 104
우주 37호점,무,13,"500,000","450,000",1,X,빌라,5,3,,,,,알수없음,없음,알수없음,불가능,불가능,O,O,X,X,O,X,X,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,서울 용산구 보광로 104
우주 37호점,무,13,"500,000","450,000",1,X,빌라,5,3,,,,,알수없음,없음,알수없음,불가능,불가능,O,O,X,X,O,X,X,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,서울 용산구 보광로 104
하메 쉐어하우스 목동점(신정역),여,10,"1,000,000","490,000",1,X,빌라,3,1,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X,O,서울특별시 양천구 은행정로15길 19
하메 쉐어하우스 목동점(신정역),여,6,"1,000,000","495,000",1,X,빌라,3,1,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X,O,서울특별시 양천구 은행정로15길 19
하메 쉐어하우스 목동점(신정역),여,15,"1,000,000",0,2,X,빌라,3,1,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X,O,서울특별시 양천구 은행정로15길 19
세이프헤븐 DMC점,여,,"1,000,000","390,000",1,X,빌라,4,1,,,82.64,25,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,X,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,O,O,X,X,O,X,X,서울특별시 서대문구 수색로8나길 9
